4-30-2018-7:20:44106,t50,1,8048
215601,490,3,900000
215649,501,8,0E940E9C02A102A4
215697,490,3,900000
215745,200,1,48
215778,501,8,0E980E9C02A002A0
215794,123,2,ABCD
215890,501,8,0E980E9C02A4029E
215905,490,3,900000
215985,123,2,ABCD
216001,200,1,48
216017,501,8,0E9E0E9C029D029E
216098,490,3,900000
216129,501,8,0E900E9C02A102A3
216193,123,2,ABCD
216256,200,1,48
216273,600,1,01
216305,490,3,900000
216368,501,8,0E980EA002A0029B
216401,123,2,ABCD
216510,501,8,0EA00E9E029D029E
216589,123,2,ABCD
216605,490,3,900000
216622,501,8,0EA00E9C029D02A4
216701,490,3,900000
216734,501,8,0E9D0E9C02A002A6
216749,200,1,48
216782,600,1,01
216797,123,2,ABCD
216861,501,8,0E9B0E9C029F02A0
216909,490,3,900000
216973,501,8,0E980E9C02A0029F
216988,123,2,ABCD
217005,200,1,48
217102,501,8,0E9D0E9C02A5029A
217196,123,2,ABCD
217213,501,8,0E9F0E9C02A3029F
217244,200,1,48
217277,600,1,01
217308,490,3,900000
217340,501,8,0E850E9C02A102A6
217389,123,2,ABCD
217405,490,3,900000
217452,501,8,0E9B0E9C029A02A2
217500,200,1,48
217580,501,8,0E9E0E9C02A702A3
217596,123,2,ABCD
217693,501,8,0E9F0E9C02A302A2
217708,490,3,900000
217756,200,1,48
217772,600,1,01
217788,123,2,ABCD
217804,490,3,900000
217820,501,8,0E990E9C02A3029C
217899,490,3,900000
217932,501,8,0E980E9C02A2029F
217996,123,2,ABCD
218059,501,8,0EA00E9C02A202A5
218107,490,3,900000
218171,501,8,0EA00E9C02A602A0
218188,123,2,ABCD
218204,490,3,900000
218252,200,1,48
218283,600,1,01
218300,501,8,0E9F0E9C02A302A8
218396,123,2,ABCD
218412,501,8,0EB00E9C02A702A5
218508,200,1,48
218539,501,8,0EA00E9C02A102A1
218587,123,2,ABCD
218603,490,3,900000
218651,501,8,0E990E9C029F02A2
218699,490,3,900000
218747,200,1,48
218779,501,8,0E950E9E02A602A0
218795,123,2,ABCD
218811,601,4,00010000
218891,501,8,0E990E9C02A202A1
218907,490,3,900000
219003,123,2,ABCD
219019,501,8,0E9B0E9C02A102AA
219099,490,3,900000
219130,501,8,0E9A0E9C02A302A6
219194,123,2,ABCD
219211,490,3,900000
219259,200,1,48
219274,600,1,01
219306,490,3,900000
219371,501,8,0E980E9C02A202A0
219402,123,2,ABCD
219512,501,8,0E9B0E9C029F02A4
219592,123,2,ABCD
219608,490,3,900000
219703,490,3,900000
219736,501,8,0E9F0E9402A602A6
219751,200,1,48
219768,600,1,01
219799,123,2,ABCD
219848,501,8,0E9F0E9C029F029F
219896,490,3,900000
219976,501,8,0E980E9C02A902A0
219992,123,2,ABCD
220007,200,1,48
220088,501,8,0EA00E9C02A202A3
220104,490,3,900000
220200,123,2,ABCD
220215,501,8,0E980E9C02A902A6
220248,200,1,48
220279,600,1,01
220311,490,3,900000
220343,501,8,0E980E96029E02A6
220391,123,2,ABCD
220408,490,3,900000
220456,501,8,0E920E9C029F02A3
220503,200,1,48
220583,501,8,0EA30E9C02A5029E
220599,123,2,ABCD
220695,501,8,0E980E9C02A2029F
220712,490,3,900000
220759,200,1,48
220775,600,1,01
220791,123,2,ABCD
220807,490,3,900000
220823,501,8,0EA00E9C02A402A2
220903,490,3,900000
220934,501,8,0E9B0E9C02A1029E
220999,123,2,ABCD
221063,501,8,0E9B0E9C02A4029E
221111,490,3,900000
221176,501,8,0E990E9C02A302A8
221191,123,2,ABCD
221206,490,3,900000
221254,200,1,48
221271,600,1,01
221302,501,8,0E980E9E02A002A4
221399,123,2,ABCD
221414,501,8,0E9B0E9C02A4029C
221511,200,1,48
221543,501,8,0E9A0E9C02A402A8
221591,123,2,ABCD
221606,490,3,900000
221654,501,8,0E9D0E9C02A1029E
221703,490,3,900000
221751,200,1,48
221782,600,1,01
221799,123,2,ABCD
221894,501,8,0EA00E9C02A402A4
221909,490,3,900000
221990,123,2,ABCD
222005,200,1,48
222021,501,8,0E990EA002A2029F
222102,490,3,900000
222134,501,8,0EA50E9C02A002A3
222199,123,2,ABCD
222261,200,1,48
222277,600,1,01
222309,490,3,900000
222373,501,8,0EA50E9C02A302A3
222406,Dt,4,9039
222513,501,8,0E930E9C02A202A2
222593,123,2,ABCD
222609,490,3,900000
222625,501,8,0E9B0E9C029F02A8
222704,490,3,900000
222737,501,8,0EA40E9C02A6029B
222752,200,1,48
222769,600,1,01
222801,123,2,ABCD
222864,501,8,0E980E9C02A302A4
222897,490,3,900000
222976,501,8,0E990E9C02A302A2
222993,123,2,ABCD
223008,200,1,48
223105,501,8,0E980EA0029D02A4
223201,123,2,ABCD
223216,501,8,0EA00E9C02A4029A
223249,200,1,48
223280,600,1,01
223296,490,3,900000
223344,501,8,0E980E9C02A402A0
223392,123,2,ABCD
223409,490,3,900000
223457,501,8,0E9F0E9C02A5029E
223504,200,1,48
223584,501,8,0E9C0E9602A2029D
223600,123,2,ABCD
223696,501,8,0E9F0E9C02A502A3
223713,490,3,900000
223760,200,1,48
223775,600,1,01
223792,123,2,ABCD
223808,490,3,900000
223824,501,8,0E980E9C029D02A2
223904,490,3,900000
223935,501,8,0E960E9C02A202A0
223999,123,2,ABCD
224064,501,8,0EA00E8C02A3029D
224112,490,3,900000
224176,501,8,0E9B0E9C02A102A3
224191,123,2,ABCD
224207,490,3,900000
224255,200,1,48
224272,600,1,01
224303,501,8,0E980EA0029C02A0
224399,123,2,ABCD
224415,501,8,0E990EA502A402A2
224511,200,1,48
224543,501,8,0EA00E9C02A902A3
224607,123,2,ABCD
224655,501,8,0E980E9C029F029F
224703,490,3,900000
224751,200,1,48
224767,600,1,01
224783,501,8,0E980E9C02A402A0
224798,123,2,ABCD
224895,501,8,0EA00E9702A402A0
224910,490,3,900000
224991,123,2,ABCD
225006,200,1,48
225023,501,8,0E980EA002A502A5
225102,490,3,900000
225135,501,8,0EA60E9C02A402A2
225199,123,2,ABCD
225247,200,1,48
225262,501,8,0E9A0EA402A502A0
225278,600,1,01
225311,490,3,900000
225375,501,8,0EA00E9002A102A3
225407,123,2,ABCD
225513,501,8,0E980E9C02A202A0
225592,123,2,ABCD
225608,490,3,900000
225624,501,8,0E9B0E9D02A3029E
225704,490,3,900000
225736,501,8,0E9B0E9C029F02A6
225753,200,1,48
225768,600,1,01
225800,123,2,ABCD
225864,501,8,0E980E9C02A5029A
225896,490,3,900000
225975,501,8,0E980E9D029B02A2
225991,123,2,ABCD
226008,200,1,48
226105,501,8,0EA50E9C02A602A6
226199,123,2,ABCD
226216,501,8,0E990E9C02A002A2
226247,200,1,48
226279,600,1,01
226295,490,3,900000
226311,601,4,00010000
226343,501,8,0EA80E9C029E02A2
226408,123,2,ABCD
226455,501,8,0E9B0E9C02A4029F
226503,200,1,48
226582,501,8,0E980E9C02A102A4
226599,123,2,ABCD
226694,501,8,0E910EA002AA02A3
226711,490,3,900000
226759,200,1,48
226775,600,1,01
226807,123,2,ABCD
226823,501,8,0E900E9C02A002A0
226902,490,3,900000
226934,501,8,0E810E9C02A2029D
226998,123,2,ABCD
227062,501,8,0EA00E9302A302A8
227110,490,3,900000
227175,501,8,0E9F0E9C029D02A3
227206,123,2,ABCD
227254,200,1,48
227270,600,1,01
227302,501,8,0E920E9C02AA02A2
227397,123,2,ABCD
227414,501,8,0E990E9C02A402A0
227509,200,1,48
227543,501,8,0EA00E9C02A3029A
227605,123,2,ABCD
227653,501,8,0E900E9C02A3029E
227703,490,3,900000
227749,200,1,48
227765,600,1,01
227782,501,8,0EA50E9C02A202A3
227797,123,2,ABCD
227894,501,8,0EB10E9C029D029E
227909,490,3,900000
228005,123,2,ABCD
228021,501,8,0EA00E9C02AA02A9
228102,490,3,900000
228133,501,8,0EA00E9C02A402A3
228197,123,2,ABCD
228246,200,1,48
228262,501,8,0E980E9C02A202A5
228277,600,1,01
228309,490,3,900000
228373,501,8,0E9F0E96029E029C
228405,123,2,ABCD
228512,501,8,0EA80E9C02A502A4
228608,2AB,C,32ABC
228623,501,8,0E9A0E9C029D02A2
228704,490,3,900000
228735,501,8,0EA00E9C02A602A6
228753,200,1,48
228767,600,1,01
228800,123,2,ABCD
228864,501,8,0E980E9C02A502A6
228895,490,3,900000
228975,501,8,0E9B0E94029B02A2
229007,123,2,ABCD
229103,501,8,0EA40EA402A102A2
229200,123,2,ABCD
229215,501,8,0E9D0E9C02A002A0
229247,200,1,48
229263,600,1,01
229295,490,3,900000
229343,501,8,0E980E9702A3029C
229407,123,2,ABCD
229455,501,8,0E960E9C029A02A3
229504,200,1,48
229582,501,8,0EA80E9C02A202A2
229598,123,2,ABCD
229694,501,8,0E980E9E02A102A0
229711,490,3,900000
229758,200,1,48
229775,600,1,01
229806,123,2,ABCD
229824,501,8,0E9C0E9C029F02A2
229902,490,3,900000
229935,501,8,0E9A0E9C02A302A4
229998,123,2,ABCD
230062,501,8,0EA00E9C02A602A2
230110,490,3,900000
230174,501,8,0E9F0E9C02A1029E
230206,123,2,ABCD
230255,200,1,48
230270,600,1,01
230301,501,8,0E910E9602A102A2
230397,123,2,ABCD
230413,501,8,0EA00E9C029A02A0
230494,200,1,48
230509,000,0,0
230542,501,8,0E9A0E9C02A802A4
230606,123,2,ABCD
230669,501,8,0EA00E9C029E029B
230701,490,3,900000
230749,200,1,48
230765,600,1,01
230781,501,8,0EA00E9C02A1029E
230796,123,2,ABCD
230909,501,8,0E940E9C02A402A6
231006,123,2,ABCD
231021,501,8,0EA00E9C029D029E
231100,490,3,900000
231149,501,8,0EA80E9C02A102A0
231197,123,2,ABCD
231245,200,1,48
231260,501,8,0E920EA002A1029E
231276,600,1,01
231308,490,3,900000
231389,501,8,0E960EA002A202A2
231404,123,2,ABCD
231511,200,1,48
231607,490,3,900000
231623,501,8,0EA30E9C02A0029F
231702,490,3,900000
231735,501,8,0E9F0EA002A902A6
231750,200,1,48
231767,600,1,01
231799,490,3,900000
231862,501,8,0E8C0E94029A029B
231895,490,3,900000
231991,501,8,0E990E9C029E029C
232006,200,1,48
232102,490,3,900000
232199,490,3,900000
232230,501,8,0E9F0E9C02A002A4
232247,200,1,48
232262,600,1,01
232294,490,3,900000
232342,501,8,0E9E0E9E02A102A2
232407,490,3,900000
232470,501,8,0E990E9C02A402A4
232502,200,1,48
232582,501,8,0EA50E9C02A002A6
232598,490,3,900000
232694,490,3,900000
232711,601,4,00010000
232758,200,1,48
232773,600,1,01
232806,490,3,900000
232821,501,8,0E900E9C02A402AC
232902,490,3,900000
232950,501,8,0E980E9C02A6029E
232997,200,1,48
233062,501,8,0EA30E9C02A4029B
233110,490,3,900000
233189,501,8,0E960E9C02A302A6
233205,490,3,900000
233253,200,1,48
233270,600,1,01
233301,490,3,900000
233399,490,3,900000
233430,501,8,0E950E9C02A302A4
233509,200,1,48
233540,501,8,0E960E9C02A602A2
233605,490,3,900000
233669,501,8,0E9C0E9C02A002A0
233700,490,3,900000
233748,200,1,48
233765,600,1,01
233781,501,8,0E9A0EA602A6029E
233796,490,3,900000
233908,490,3,900000
234004,200,1,48
234020,501,8,0EA00E9C02A102A2
234100,490,3,900000
234148,501,8,0E960E9C02A402A6
234197,490,3,900000
234245,200,1,48
234260,501,8,0E9F0E9C02A8029F
234276,600,1,01
234308,490,3,900000
234388,501,8,0E980E9D02A102A2
234403,490,3,900000
234512,200,1,48
234608,490,3,900000
234624,501,8,0E9F0E9C02A102A0
234703,490,3,900000
234751,t2,0,01
234768,600,1,01
234799,490,3,900000
234863,501,8,0E980E9C02A8029E
234897,490,3,900000
234992,501,8,0E980E9C02A402A0
235007,200,1,48
235103,490,3,900000
235198,490,3,900000
235231,501,8,0E9F0E9C02A3029A
235248,200,1,48
235263,600,1,01
235296,490,3,900000
235343,501,8,0E9B0E9C02AA02A6
235406,490,3,900000
235471,501,8,0E9A0E9C02A2029E
235503,200,1,48
235583,501,8,0E9F0E9C029D029E
235599,490,3,900000
235695,490,3,900000
235712,501,8,0E9F0E9C02A602A6
235759,200,1,48
235774,600,1,01
235807,490,3,900000
235822,501,8,0EA40E9C02A4029E
235903,490,3,900000
235951,501,8,0E980E9C02A702A6
235998,200,1,48
236063,501,8,0E980E9C02A502A2
236094,490,3,900000
236190,501,8,0E9C0EA0029902A2
236206,490,3,900000
236254,200,1,48
236269,600,1,01
236302,490,3,900000
236398,490,3,900000
236429,501,8,0E9C0EA002A402A0
236510,148,,t4
236541,501,8,0E9B0E9C02A002A3
236606,490,3,900000
236670,501,8,0EA80E9C029A02A6
236702,490,3,900000
236749,200,1,48
236766,600,1,01
236782,501,8,0EA00E9C02A0029F
236797,490,3,900000
236909,490,3,900000
237005,200,1,48
237021,501,8,0EA00E9C02A102A0
237101,490,3,900000
237149,501,8,0E990E9C029D029C
237197,490,3,900000
237214,123,2,ABCD
237246,200,1,48
237261,501,8,0E980E9C02A2029E
237309,490,3,900000
237389,501,8,0EA00E9C02A1029E
237404,490,3,900000
237514,200,1,48
237594,490,3,900000
237610,014,0,00
237625,501,8,0E960E9C02A602A2
237706,490,3,900000
237753,0E9,D,80E9D
237770,600,1,01
237801,490,3,900000
237866,501,8,0E960EAC02A3029E
237897,490,3,900000
237993,501,8,0E9E0E9C02AB029E
238009,200,1,48
238105,490,3,900000
238201,490,3,900000
238232,501,8,0E960E9C02A602A0
238249,200,1,48
238265,600,1,01
238296,490,3,900000
238344,501,8,0E9C0E9C029E02A8
238409,490,3,900000
238473,501,8,0EA10E9C02A002A2
238504,200,1,48
238585,501,8,0EA00EA002A402A3
238600,490,3,900000
238696,490,3,900000
238713,501,8,0E9A0E9C02A302A0
238744,200,1,48
238760,600,1,01
238808,490,3,900000
238824,501,8,0E9A0E9C02A6029D
238904,490,3,900000
238952,501,8,0E9B0E9002AB02A4
239000,200,1,48
239064,501,8,0E980E9C02A002A0
239095,490,3,900000
239194,501,8,0EA00E9C029F02A3
239207,490,3,900000
239255,200,1,48
239272,600,1,01
239303,490,3,900000
239399,490,3,900000
239432,501,8,0E9F0E9C02A50296
239495,200,1,48
239544,501,8,0E9F0E9C02A9029E
239607,490,3,900000
239671,501,8,0EA40E9C029E02A2
239702,490,3,900000
239750,200,1,48
239767,600,1,01
239783,501,8,0E920E9C02A002A3
239799,490,3,900000
239896,490,3,900000
239910,501,8,0EB90E9C02A102A2
240007,200,1,48
240022,501,8,0E990E9C02A502A4
240103,490,3,900000
240151,501,8,0EA20EA0029E02A2
240199,490,3,900000
240247,200,1,48
240264,600,1,01
240295,490,3,900000
240390,501,8,0E960E9C02A202A2
240407,490,3,900000
240514,200,1,48
240595,490,3,900000
240610,123,2,ABCD
240626,501,8,0E9A0EA402A902A4
240705,490,3,900000
240738,501,8,0E9F0E9C02A702A8
240754,200,1,48
240770,600,1,01
240802,490,3,900000
240865,501,8,0EA00E9C02A2029E
240898,490,3,900000
240994,501,8,0EA00E9C02A602A2
241009,200,1,48
241106,490,3,900000
241202,490,3,900000
241233,501,8,0EA00E9702A602A0
241250,200,1,48
241265,600,1,01
241297,490,3,900000
241345,501,8,0E980E9C02A002A3
241410,490,3,900000
241473,501,8,0E960EA002A502A9
241505,200,1,48
241585,501,8,0E9C0E9C029B02A4
241601,490,3,900000
241697,490,3,900000
241713,501,8,0E990E9402A502A0
241745,200,1,48
241761,600,1,01
241809,490,3,900000
241825,501,8,0E950E9C02A202A9
241905,490,3,900000
241953,501,8,0EA10E9C02A302A3
242000,200,1,48
242065,501,8,0E9F0E9C02A202A4
242096,490,3,900000
242192,501,8,0EA30E9C02A302A2
242208,490,3,900000
242256,200,1,48
242304,490,3,900000
242400,490,3,900000
242433,501,8,0E980E9C02A402A2
242497,200,1,48
242545,501,8,0EA10E9C02A5029E
242608,490,3,900000
242672,501,8,0EA30EA402A402A0
242705,490,3,900000
242753,200,1,48
242768,600,1,01
242784,501,8,0E980E9C02A802A3
242800,490,3,900000
242896,490,3,900000
242913,501,8,0EA30EA002A102A4
243009,200,1,48
243024,501,8,0EA00E9C029F029F
243104,490,3,900000
243152,501,8,0E940E9C02A202AA
243200,490,3,900000
243248,200,1,48
243265,600,1,01
243296,490,3,900000
243391,501,8,0E9C0E9C02A502A2
243408,490,3,900000
243515,200,1,48
243595,490,3,900000
243612,123,2,ABCD
243627,501,8,0EA60E9D02A402A4
243708,490,3,900000
243739,501,8,0EA20E9D02A302A5
243755,200,1,48
243803,490,3,900000
243867,501,8,0EA00E9C02A102A6
243899,490,3,900000
244010,501,8,0E960E9C029C02A5
244106,490,3,900000
244202,490,3,900000
244233,501,8,0EA50E9C02A302A0
244249,200,1,48
244266,600,1,01
244297,490,3,900000
244345,501,8,0E9B0E9C029E02A2
244409,490,3,900000
244474,501,8,0EA00E9C02A40299
244505,200,1,48
244584,501,8,0EA20E9C02A302A2
244601,490,3,900000
244697,490,3,900000
244713,501,8,0E960E9C02A102A5
244745,200,1,48
244761,600,1,01
244809,490,3,900000
244826,501,8,0E980E9C02AC02A0
244904,490,3,900000
244952,501,8,0E900E9C02A202A4
245000,200,1,48
245065,501,8,0E9E0E9C02A302A2
245096,490,3,900000
245192,501,8,0E9A0EA0029F02A0
245208,490,3,900000
245256,200,1,48
245304,490,3,900000
245400,490,3,900000
245432,501,8,0E9F0EA002A502A2
245495,200,1,48
245544,501,8,0E990E9C02A602A8
245608,490,3,900000
245672,501,8,0E980E9C029F02A2
245703,490,3,900000
245751,200,1,48
245767,600,1,01
245784,501,8,0E980E9C02A202A4
245799,490,3,900000
245896,490,3,900000
245911,501,8,0E9C0E9C029802A6
246007,200,1,48
246023,501,8,0E9F0E9C02A102A4
246103,490,3,900000
246151,501,8,0E990E9C02A902A8
246198,490,3,900000
246215,123,2,ABCD
246247,200,1,48
246263,600,1,01
246295,490,3,900000
246391,501,8,0EA30E9C029F02A6
246406,490,3,900000
246516,200,1,48
246595,490,3,900000
246612,123,2,ABCD
246628,501,8,0E930E9C02A102A0
246707,490,3,900000
246755,501,8,0E990EA0029D02A2
246803,490,3,900000
246867,501,8,0EA20E9C02A1029E
246900,490,3,900000
247010,501,8,0E960E9C029E02A3
247106,490,3,900000
247201,490,3,900000
247234,501,8,0EA20E9C02A602A4
247249,200,1,48
247265,600,1,01
247298,490,3,900000
247347,501,8,0E940E9C02A602A3
247394,490,3,900000
247409,123,2,ABCD
247473,501,8,0E9D0E9D02A202A3
247505,200,1,48
247586,501,8,0EA40E9C02A302A2
247602,490,3,900000
247698,490,3,900000
247713,501,8,0E9F0E9C029902A6
247746,200,1,48
247761,600,1,01
247810,490,3,900000
247825,501,8,0EA30E9C029E02A0
247905,490,3,900000
247953,501,8,0EA00E9702A5029E
248001,200,1,48
248066,501,8,0EA30E9C02A102A6
248097,490,3,900000
248193,501,8,0E980E9C02A402A3
248209,490,3,900000
248257,200,1,48
248305,490,3,900000
248401,490,3,900000
248433,501,8,0E980E9C02A002A0
248496,200,1,48
248544,501,8,0E880EAC02A602A2
248608,490,3,900000
248673,501,8,0EA00E9C02A402A3
248704,490,3,900000
248752,200,1,48
248768,600,1,01
248785,501,8,0EA30E96029B02A2
248800,490,3,900000
248816,123,2,ABCD
248897,490,3,900000
248912,501,8,0EA00E9C02A102A2
249008,200,1,48
249024,501,8,0EA00E9C02A0029C
249105,490,3,900000
249153,501,8,0E9E0E9C029F02A2
249201,490,3,900000
249216,123,2,ABCD
249249,200,1,48
249265,600,1,01
249296,490,3,900000
249392,501,8,0E9C0E9C029502A8
249408,490,3,900000
249517,200,1,48
249598,490,3,900000
249613,123,2,ABCD
249629,501,8,0E9C0E9C029C029A
249710,490,3,900000
249758,501,8,0E980E9C029F02A0
249805,490,3,900000
249868,501,8,0E9F0E9C02A3029C
249901,490,3,900000
250011,501,8,0E980E9C02A1029D
250106,490,3,900000
250202,490,3,900000
250234,501,8,0E9F0E9C02A3029F
250250,200,1,48
250266,600,1,01
250298,490,3,900000
250346,501,8,0E9F0E9C02A7029E
250410,490,3,900000
250474,501,8,0E9B0E9C02A3029E
250506,200,1,48
250585,501,8,0EA00E9C02A4029F
250602,490,3,900000
250697,490,3,900000
250714,501,8,0E900E9C02A1029E
250746,200,1,48
250762,600,1,01
250809,490,3,900000
250826,501,8,0E9F0E9C02A702A6
250907,490,3,900000
250953,501,8,0E9F0E9C029E02A2
251001,200,1,48
251017,123,2,ABCD
251065,501,8,0EA00E9C02A502A2
251097,490,3,900000
251193,501,8,0E9C0E9C02A002A0
251209,490,3,900000
251257,200,1,48
251305,490,3,900000
251400,490,3,900000
251417,123,2,ABCD
251433,501,8,0EA00E9C02A1029A
251496,200,1,48
251545,501,8,0E9F0E9C02A002A0
251608,490,3,900000
251673,501,8,0E9E0E9C02A5029F
251704,490,3,900000
251752,200,1,48
251785,501,8,0E980E9602A402A3
251800,490,3,900000
251816,123,2,ABCD
251897,490,3,900000
251913,501,8,0E990E9C02A502A1
252008,200,1,48
252024,501,8,0E930E9C02A602A5
252105,490,3,900000
252152,501,8,0E980E9C029E02A8
252200,490,3,900000
252215,123,2,ABCD
252249,200,1,48
252265,600,1,01
252296,490,3,900000
252392,501,8,0E940E9C029E02A2
252408,490,3,900000
252518,200,1,48
252598,490,3,900000
252615,123,2,ABCD
252630,501,8,0E9D0E9C029F029C
252696,490,3,900000
252711,210,3,900000
252759,501,8,0E9F0E9C029E029C
252806,490,3,900000
252871,501,8,0E9F0E9C02A10298
252902,490,3,900000
253011,501,8,0EA40E9C02A002A8
253106,490,3,900000
253205,490,3,900000
253235,501,8,0E980E9C029E02A3
253251,200,1,48
253299,490,3,900000
253347,501,8,0E940E9C02A302A2
253395,490,3,900000
253411,123,2,ABCD
253475,501,8,0E9B0E9C02A502A3
253507,200,1,48
253586,501,8,0EA20E9C02A702A0
253603,490,3,900000
253698,490,3,900000
253715,501,8,0E980E9C02A102A3
253747,200,1,48
253763,600,1,01
253795,490,3,900000
253810,210,3,900000
253826,501,8,0EA20E9C02A202A0
253906,490,3,900000
253954,501,8,0E910EA0029F02A3
254002,200,1,48
254017,123,2,ABCD
254066,501,8,0E9F0E9C02A002A5
254098,490,3,900000
254194,501,8,0EA00E9C02A302AA
254210,490,3,900000
254258,200,1,48
254306,490,3,900000
254401,490,3,900000
254418,123,2,ABCD
254433,501,8,0E980E9C02A802A1
254498,200,1,48
254545,501,8,0E940E9C02A202AA
254609,490,3,900000
254673,501,8,0E9C0E9402A102A3
254705,490,3,900000
254753,200,1,48
254784,501,8,0EA40E9C02A402A2
254801,490,3,900000
254817,123,2,ABCD
254896,490,3,900000
254913,501,8,0EA40E9A02A702A6
255009,200,1,48
255025,501,8,0E980EA002A102A0
255104,490,3,900000
255152,501,8,0E980E9C029F02A1
255200,490,3,900000
255217,123,2,ABCD
255248,200,1,48
255264,600,1,01
255296,490,3,900000
255392,501,8,0E9A0E9C029B02A4
255408,490,3,900000
255519,200,1,48
255599,490,3,900000
255615,123,2,ABCD
255631,501,8,0E980EA4029C029E
255695,490,3,900000
255758,501,8,0E960E9C02A702A2
255806,490,3,900000
255870,501,8,0E9C0EA002A602A0
255903,490,3,900000
256012,501,8,0E980E9C02A002A6
256107,490,3,900000
256203,490,3,900000
256219,123,2,ABCD
256236,501,8,0E9E0EAD02A502A4
256251,200,1,48
256299,490,3,900000
256347,501,8,0EA90E9C02A302A0
256394,490,3,900000
256411,123,2,ABCD
256475,501,8,0EA00E9C029D02A3
256507,200,1,48
256589,501,8,0EA00E9C02A0029E
256602,490,3,900000
256619,123,2,ABCD
256698,490,3,900000
256715,501,8,0E980E9702A102A2
256746,200,1,48
256762,600,1,01
256794,490,3,900000
256811,210,3,900000
256827,501,8,0EA00E9C02A102A2
256906,490,3,900000
256954,501,8,0EA00E9702A002A2
257002,200,1,48
257018,123,2,ABCD
257066,501,8,0E9B0E9C029D02A4
257097,490,3,900000
257195,501,8,0EA00E9C02A4029A
257210,490,3,900000
257257,200,1,48
257305,490,3,900000
257401,490,3,900000
257417,123,2,ABCD
257434,501,8,0E9D0E9C029E02A2
257497,200,1,48
257547,501,8,0E980E9C029F0298
257594,490,3,900000
257609,601,4,00010000
257673,501,8,0EA30E96029D02A3
257705,490,3,900000
257753,200,1,48
257785,501,8,0E960E9C02A9029F
257800,490,3,900000
257818,123,2,ABCD
257898,490,3,900000
257913,501,8,0E9A0E9C02A1029F
258008,200,1,48
258025,501,8,0E9B0E9C02AE0298
258105,490,3,900000
258153,501,8,0E980E9C02A302A0
258201,490,3,900000
258218,123,2,ABCD
258249,200,1,48
258264,501,8,0E9F0E9C02A402A3
258297,490,3,900000
258393,501,8,0EA00E9C02A402A3
258409,490,3,900000
258520,200,1,48
258600,490,3,900000
258617,123,2,ABCD
258632,501,8,0E9F0EA10298029F
258696,490,3,900000
258744,200,1,48
258760,600,1,01
258808,490,3,900000
258871,501,8,0E9F0E9402A202A8
258904,490,3,900000
259013,501,8,0E930E9C029D02A1
259107,490,3,900000
259203,490,3,900000
259219,123,2,ABCD
259234,501,8,0E9D0E95029702A3
259251,200,1,48
259298,490,3,900000
259346,501,8,0EA00E9C02A402A8
259395,490,3,900000
259411,123,2,ABCD
259475,501,8,0E9B0E9C029D029D
259506,200,1,48
259586,501,8,0E980E9C029C029E
259602,490,3,900000
259618,123,2,ABCD
259698,490,3,900000
259716,501,8,0E9F0E9C02A102A3
259746,200,1,48
259762,600,1,01
259810,490,3,900000
259826,501,8,0EA20E9C02A202A3
259906,490,3,900000
259954,501,8,0E900E9C02A302A3
260001,200,1,48
260019,123,2,ABCD
260066,501,8,0E980E9D02A102A4
260097,490,3,900000
260193,501,8,0E9E0E9C02A402A6
260209,490,3,900000
260257,200,1,48
260305,490,3,900000
260401,490,3,900000
260419,123,2,ABCD
260434,501,8,0E9F0E9C02A402A0
260497,200,1,48
260561,501,8,0E960EA002A602A0
260609,490,3,900000
260673,501,8,0EA10E9C029D02A3
260704,490,3,900000
260752,200,1,48
260786,501,8,0EA80E9C029B02A3
260800,490,3,900000
260817,123,2,ABCD
260896,490,3,900000
260912,501,8,0E980E9702A602A6
261008,200,1,48
261041,501,8,0E980E9C029E029B
261104,490,3,900000
261153,501,8,0E9A0E96029E02A0
261200,490,3,900000
261216,123,2,ABCD
261249,200,1,48
261280,501,8,0E9C0E9402A7029E
261297,490,3,900000
261392,501,8,0E9C0E97029E02A3
261407,490,3,900000
261506,200,1,48
261520,501,8,0E9B0E9C02A902A4
261600,490,3,900000
261615,123,2,ABCD
261632,501,8,0EA30E9C02AA02A4
261696,490,3,900000
261760,200,1,48
261808,490,3,900000
261873,501,8,0E980E9C02A602A6
261904,490,3,900000
262011,501,8,0E950E9C02A502A2
262108,490,3,900000
262203,490,3,900000
262219,123,2,ABCD
262235,501,8,0E9B0E9C02A3029F
262250,200,1,48
262299,490,3,900000
262347,501,8,0E980E9C02A102A3
262395,490,3,900000
262412,601,4,00010000
262475,501,8,0E980E9C02A102A1
262506,200,1,48
262587,501,8,0E980E9C02A202A5
262603,490,3,900000
262618,123,2,ABCD
262699,490,3,900000
262714,501,8,0EA00E9C02A202A2
262748,200,1,48
262811,490,3,900000
262826,501,8,0E950E9C02A402A5
262907,490,3,900000
262955,501,8,0EA00E9C02A202A2
263002,200,1,48
263019,123,2,ABCD
263067,501,8,0E980E9C02A6029E
263099,490,3,900000
263194,501,8,0E950E9C02A6029C
263210,490,3,900000
263258,200,1,48
263306,490,3,900000
263402,490,3,900000
263418,123,2,ABCD
263435,501,8,0E980E9C02A002A2
263499,200,1,48
263562,501,8,0E9F0E9C02A102A2
263610,490,3,900000
263674,501,8,0E9F0E9602A002A2
263705,490,3,900000
263753,200,1,48
263801,501,8,0E9F0E9C02A002A8
263818,123,2,ABCD
263898,490,3,900000
263913,501,8,0E990E9C02A002A5
264009,200,1,48
264041,501,8,0E980E9C02A1029A
264105,490,3,900000
